# CRC MEDLANKY DEFAULT (Data loaded from a file)
# 727 data points written for 54 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (22,9 m/s)
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (mm),CG location (mm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (mm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
3.128,165.773,98.606,-13.388,105.06,13.451,49.411,0.006,49.411,0.007,36.255,1.294,49.217,16.501,9.809,0.029,-4.036e-6,-2.578,-0.01,858,167,0.024,8.098e-4,546,418,2.041,0.316,4.88e6,7.553,10.808,0.518,0.518,0.222,0.163,0.133,0.008,0.017,-1.479e-4,0,0,0,0,-1.796e-5,0.011,63,30,67.208,0.009,5.179,11.972,958.6,338.554,0.05,0.059
3.178,170.684,97.854,-14.915,104.318,15.068,51.221,0.006,51.221,0.007,36.15,2.135,49.217,16.501,9.809,0.004,1.689e-5,-1.318,0.458,857,167,0.024,8.097e-4,546,418,2.043,0.314,4.844e6,5.905,10.644,0.517,0.517,0.222,0.162,0.133,0.001,0.002,-2.741e-4,0,0,0,0,-4.806e-6,0.011,63,30,67.093,0.01,5.122,11.941,958,338.535,0.05,0.059
3.228,175.556,97.017,-16.449,103.482,16.801,53.025,0.007,53.025,0.007,36.001,3.424,49.217,16.501,9.809,0.057,-4.55e-5,2.12,0.023,857,166,0.024,8.096e-4,546,417,2.04,0.311,4.805e6,4.093,10.471,0.517,0.517,0.222,0.162,0.133,0.024,0.049,2.737e-4,0,0,0,0,1.241e-5,0.011,63,30,67.093,0.011,5.17,11.909,957.5,338.516,0.05,0.059
3.263,178.909,96.396,-17.997,102.853,18.32,54.271,0.007,54.271,0.008,35.866,3.424,49.217,16.501,9.809,0.01,-7.437e-5,-5.329,0.229,857,166,0.024,8.096e-4,546,417,2.044,0.31,4.776e6,2.743,10.343,0.517,0.517,0.222,0.162,0.132,0.003,0.007,-2.281e-4,0,0,0,0,-8.044e-5,0.011,63,30,66.921,0.012,5.215,11.887,957.1,338.502,0.035,0.059
3.313,183.705,95.46,-18.4,101.916,18.813,56.06,0.008,56.06,0.008,35.696,3.917,49.217,16.501,9.809,0.033,-9.969e-5,-3.438,0.057,857,166,0.024,8.095e-4,546,417,2.043,0.307,4.73e6,2.06,10.141,0.516,0.516,0.222,0.162,0.132,0.01,0.02,2.192e-4,0,0,0,0,-3.445e-5,0.01,63,30,66.807,0.01,5.126,11.856,956.5,338.484,0.05,0.059
3.357,187.91,94.612,-18.938,101.059,19.413,57.636,0.008,57.636,0.008,35.519,4.268,49.217,16.501,9.808,0.049,2.942e-5,2.005,0.042,857,166,0.024,8.095e-4,546,417,2.042,0.304,4.69e6,1.341,9.964,0.516,0.516,0.222,0.162,0.132,0.014,0.029,2.888e-4,0,0,0,0,1.179e-5,0.01,63,30,66.807,0.009,5.112,11.829,956,338.467,0.044,0.06
3.406,192.524,93.663,-19.579,100.093,19.942,59.371,0.008,59.371,0.008,35.295,3.787,49.217,16.501,9.808,0.057,-1.128e-4,-6.073,-0.056,857,166,0.024,8.095e-4,546,417,2.041,0.302,4.646e6,0.815,9.777,0.516,0.516,0.222,0.162,0.132,0.019,0.04,2.68e-4,0,0,0,0,-1.117e-4,0.01,63,30,66.635,0.014,5.239,11.799,955.5,338.449,0.049,0.06
3.456,197.183,92.675,-19.545,99.097,20.002,61.131,0.009,61.131,0.008,35.094,4.248,49.217,16.501,9.808,0.001,-5.355e-5,-0.63,-1.146,857,166,0.024,8.095e-4,546,417,2.043,0.299,4.599e6,0.483,9.577,0.515,0.515,0.222,0.161,0.132,3.892e-4,4.174e-4,4.263e-4,0,0,0,0,-1.172e-6,0.01,63,30,66.406,0.013,5.225,11.768,954.9,338.43,0.05,0.06
# Event BURNOUT occurred at t=3.5 seconds
3.5,201.235,91.803,-19.64,98.215,20.149,62.668,0.009,62.668,0.008,34.906,4.499,49.217,16.501,9.808,0.029,-5.551e-5,2.005,-0.048,856,166,0.024,8.095e-4,546,417,2.042,0.296,4.558e6,0.149,9.402,0.515,0.515,0.222,0.161,0.131,0.009,0.018,-4.972e-4,0,0,0,0,1.281e-5,0.01,63,30,66.406,0.011,5.234,11.742,954.5,338.415,0.044,0.06
3.55,205.8,90.819,-19.705,97.214,20.15,64.408,0.009,64.408,0.008,34.679,4.215,49.217,16.501,9.808,0.022,1.338e-4,-3.495,-0.229,856,166,0.024,8.095e-4,546,417,2.042,0.293,4.512e6,0,9.207,0.514,0.514,0.222,0.161,0.131,0.006,0.013,2.546e-4,0,0,0,0,-3.944e-5,0.01,63,30,66.291,0.013,5.24,11.712,954,338.397,0.05,0.061
3.6,210.317,89.838,-19.461,96.225,19.907,66.137,0.01,66.137,0.009,34.471,4.187,49.217,16.501,9.808,0.012,-5.708e-5,0.688,0.008,856,166,0.024,8.095e-4,546,417,2.042,0.29,4.464e6,0,9.006,0.514,0.514,0.222,0.161,0.131,0.003,0.007,2.582e-4,0,0,0,0,1.443e-6,0.01,63,30,66.177,0.014,5.125,11.683,953.5,338.379,0.05,0.061
3.65,214.784,88.87,-19.156,95.247,19.636,67.855,0.01,67.855,0.009,34.264,4.315,49.217,16.501,9.808,0.029,-4.907e-5,1.261,-0.014,856,166,0.024,8.095e-4,546,417,2.041,0.287,4.416e6,0,8.811,0.514,0.514,0.222,0.161,0.131,0.008,0.017,4.045e-4,0,0,0,0,5.499e-6,0.01,63,30,66.177,0.014,5.016,11.654,953,338.361,0.05,0.061
3.7,219.204,87.919,-19.034,94.281,19.464,69.563,0.011,69.563,0.009,34.047,4.068,49.217,16.501,9.808,0.006,-4.545e-5,-4.24,0.286,856,166,0.024,8.095e-4,546,417,2.041,0.284,4.371e6,0,8.63,0.513,0.513,0.222,0.16,0.131,0.002,0.004,-2.211e-4,0,0,0,0,-6.07e-5,0.01,63,30,66.062,0.014,5.036,11.625,952.5,338.344,0.05,0.061
3.75,223.576,86.975,-18.883,93.326,19.284,71.26,0.011,71.26,0.009,33.84,3.913,49.217,16.501,9.808,0.027,2.156e-5,-3.037,-0.172,856,166,0.024,8.095e-4,546,417,2.04,0.282,4.328e6,0,8.457,0.513,0.513,0.222,0.16,0.13,0.008,0.016,-1.315e-4,0,0,0,0,-3.152e-5,0.01,63,30,65.89,0.014,5.109,11.597,952,338.327,0.05,0.062
3.8,227.901,86.033,-18.622,92.38,19.043,72.947,0.012,72.947,0.009,33.65,3.983,49.217,16.501,9.808,0.002,-8.531e-5,-0.057,-0.05,856,166,0.024,8.095e-4,546,417,2.041,0.279,4.283e6,0,8.278,0.513,0.513,0.222,0.16,0.13,6.318e-4,0.001,2.876e-4,0,0,0,0,-1.651e-8,0.01,63,30,65.718,0.015,5.041,11.569,951.5,338.309,0.05,0.062
3.85,232.18,85.109,-18.369,91.446,18.814,74.625,0.012,74.625,0.009,33.449,4.071,49.217,16.501,9.808,0.033,-2.157e-4,4.24,0.172,856,166,0.024,8.095e-4,546,417,2.039,0.276,4.241e6,0,8.112,0.512,0.512,0.223,0.16,0.13,0.01,0.02,4.619e-4,0,0,0,0,6.408e-5,0.009,63,30,65.661,0.016,5.096,11.541,951,338.293,0.05,0.062
3.9,236.412,84.195,-18.313,90.521,18.69,76.292,0.013,76.292,0.01,33.246,3.737,49.217,16.501,9.808,0.027,9.236e-5,-4.068,-0.057,856,166,0.024,8.095e-4,546,417,2.039,0.274,4.199e6,0,7.95,0.512,0.512,0.223,0.16,0.13,0.008,0.016,-3.567e-5,0,0,0,0,-6.043e-5,0.009,63,30,65.489,0.014,5.159,11.513,950.5,338.276,0.05,0.062
3.95,240.599,83.285,-18.104,89.606,18.488,77.95,0.013,77.95,0.01,33.059,3.749,49.217,16.501,9.808,0.013,-6.354e-5,-2.349,-0.115,856,166,0.024,8.095e-4,546,417,2.039,0.271,4.158e6,0,7.792,0.512,0.512,0.223,0.16,0.13,0.004,0.008,4.434e-4,0,0,0,0,-2.069e-5,0.009,63,30,65.26,0.016,5.218,11.486,950.1,338.259,0.05,0.062
4,244.741,82.382,-17.87,88.7,18.271,79.598,0.014,79.598,0.01,32.877,3.807,49.217,16.501,9.808,0.014,-2.461e-5,1.547,-0.115,856,166,0.024,8.095e-4,546,417,2.039,0.268,4.115e6,0,7.63,0.511,0.511,0.223,0.159,0.129,0.004,0.009,3.344e-4,0,0,0,0,9.196e-6,0.009,63,30,65.203,0.018,5.194,11.459,949.6,338.243,0.05,0.062
4.05,248.838,81.491,-17.705,87.805,18.09,81.237,0.014,81.237,0.01,32.692,3.71,49.217,16.501,9.808,0.008,-8.703e-5,1.432,0.344,856,166,0.024,8.095e-4,546,417,2.039,0.266,4.072e6,0,7.468,0.511,0.511,0.223,0.159,0.129,0.002,0.005,-2.031e-4,0,0,0,0,8.066e-6,0.009,63,30,65.145,0.015,5.096,11.433,949.2,338.227,0.05,0.063
